text,sentiment
1135,Certainly any others I have seen pale in comparison. The series gives balanced coverage to all theatres of operation. No one country is given undue credit for the Allied victory. Laurence Olivier brings great weight and dignity to his role as narrator.,1
1136,"Wow this movie sucked big time. I heard this movie expresses the meaning of friendship very well. And with all the internet hype on this movie I figured what could go wrong? However the movie was just plain bad. It was boring and the character development was never there. Space Travelers was also a horrible movie, if you didn't like that movie there is no way you will like this.",0
1137,"After looking at monkeys (oops apes) for more than one hour, I was feeling like one too. I was an ape, spending money on this movie. Please people, hold you money in your pocket and go see some funny movie like Bridget Jones's Diary..",0
1138,"i am very disappointed with this movie because i like these french actors and i liked ""Buffet Froid"" from this Director (bertrand blier) but the script of ""Les Acteurs"" is VERY POOR. why these actors they agreed to play this poor scenario.",0
1139,"Summer Phoenix did a great performance where you really feel what she's not able to feel and you just cannot understand what she has on her mind. Besides, she portrays a jewish girl who behaves really confronting the status quo of that century.",1
1140,Surely one of the mysteries of the modern world!! - this film is NOT considered to be within the top 100 films of all time????<br /><br />If you watched this film and thought it was anything other than wonderful please let me know how? - Al Pacino's performance is as good as it gets!,1
1141,"This should be required viewing for all young people. This is documentary at its best, from the haunting music and terrific narration by Olivier to its unflinching and penetrating analyses, The World at War is unforgettable and irreplaceable for anyone who wants to know about humanity's sorry experience at the nadir of the 20th century.",1
1142,"CQ could have been good, campy fun. But it commits the only unforgivable sin: it is b-o-r-i-n-g! The pace is deadly slow and the plot is fairly confused and so artificial that it's next to impossible to care where it's going. The story would have been acceptable in a creative writing class from a thoughtful and sensitive eighth grader but this video should have carried a warning label: ""CAUTION: Student film. Fit for viewing only by relatives of the film maker.""",0
1143,Enjoyable and watchable. Tim Meadows at his best. A big boost from Billy Dee Williams. He and a very funny John Witherspoon provide a solid foundation for Mr. Meadows' riffing. Have fun with this one.,1
1144,"This film had my heart pounding. The acting was great, the erotic music and the beautiful women add up to make this one a winner. The lead actress decides to join an escort service when she realizes that her husband has no time for her. She step's into a whole new world her first client being another woman. This is a film you definitely DON'T want to pass up.",1
1145,"I saw this movie first on the Berlin Film Festival, and I had never seen Hong Kong cinema before. I felt like sitting in a roller coaster: the action was so quick, and there wasn't one boring moment throughout the film. It has martial arts, love, special effects and a fantastic plot. My favorite scene is when the Taoist drinks, sings and fights for himself - one of the many scenes which stress the extraordinary musical component of the movie. This film is a definite must!!",1
1146,"A priest who has abandoned his ministry meets a young man who has just been ordained.<br /><br />This movie is about the cruel dilemma between a life dedicated to God and faith and a life of more earthly pleasures. In post war France it is also about the mortal aspect of Faith itself.<br /><br />This may not be the movie of a lifetime but it is a sin to have allowed it to fall in oblivion. Besides, Pierre Fresnay is sublime.",1
1147,"Easily the worst movie I have ever seen in my life. Direction : none. Story: pathetic. Screenplay : that will be a good idea. There is a lot of gratuitous graphics, all of pathetic quality. Preserve your sanity, dont ever see this movie !",0
1148,"This movie is totally wicked! It's really great to see MJH in a different role than her Sabrina character! The plot is totally cool, and the characters are excellently written. Definitely one of the best movies!!",1
1149,"Has to be one of the worst wastes of 35mm movie film ever unleashed on the public, the sequel to the at least entertaining pseudo-documentary original film ""The Legend of Boggy Creek"". Bad script, worse acting, etc., etc., Dawn Wells had to be hoping that Gilligan would come rescue her and take her back to the island just to escape from this piece of clap-trap.",0
1150,All this talk about this being a bad movie is nonsense. As a matter of fact this is the best movie I've ever seen. It's an excellent story and the actors in the movie are some of the best. I would not give criticism to any of the actors. That movie is the best and it will always stay that way.,1
1151,"I saw this film at the Taos Film Festival last year, and was just overwhelmed by it. It's a rich, warm novel brought to the screen, beautifully acted, and well directed. More than anything, it reminded me of the films of David Lean, both in its ability to handle a complex story, and its knack for creating powerful scenes that affect you on several different levels. The best movie I've seen in years.",1
1152,"Hollywood does it again. Lots of money, no creativity. I'm sure the writers were on something other than oxygen when they wrote this one. Based on the previews, I thought that this would be a funny movie. But if you are not up on the latest stupid pop culture then you'll miss most of the silly humor in this movie. Why waste your time. You can sit on a log doing nothing and have more fun than this movie will provide.<br /><br />",0
1153,"Julie Waters is always marvelous but Adrian Pasdar is a positive revelation in this wry gender-bent comedy about a transvestite who cannot suppress his obsession, and the changes he goes through when he's discovered. Unerringly eschews the vulgar, raucous easy jokes for genuine wit and true insight, and has an absolute ball while doing it. A very nice, low-key, feel-good, comedy",1
1154,"Thanks to this fungal film I do NOT want my Maypo, can't stomach the thought of Maltex or Wheatena, and even that granola over there doesn't look so innocent anymore! Why wasn't the song ""Slop Time"", by the Sherrys, used as the theme?",1
1155,"Quite typical for swedish movies of this type. Strange that the acting was soooo bad, these actors usually give a good show. The casting was poorly done, it made you expect something (I won't tell you what). The lead character was awful... I don't know where they find her. Anyway, stay away from this and go see ""Den Tredje Vågen"" instead, this is swedish action in is prime.",0
1156,I bought this movie and after I watched it I decided that I did not care for it. The acting was BAD. Was the principal a robot? He had no personality and his facial expression didn't change through the whole movie. At times the voices didn't match up. People talking and their lips didn't even move.,0
1157,This movie stinks. The stench resembles bad cowpies that sat in the sun too long. I can't believe that so many talented actors wasted their time making such a hopelessly awful film. Whew!,0
1158,This is a wonderful film. The non-stop patter takes several watchings to fully appreciate. The musical productions of Busby Berkeley will never be duplicated. I think this movie easily outdoes all of his other efforts. Joan Blondell and James Cagney are incredible together. Some of the humor would almost push the boundaries of today's movies. Put rational explanation of how they did it aside and enjoy it for the spectacle that it is.,1
1159,"How Tasty Was My Little Frenchman tells a story that is alternately sad, scary and life-affirming. It ends with a brutal finale that you knew had to happen, even though you were hoping--maybe even beleiving--it wouldn't.<br /><br />Utlimately, this is the film's greatest strength: it expertly plays with your emotions and expectations, then drops a bomb on you.<br /><br />I saw this in a film theory class at USC back in the mid-'90s. It is not easy to find, but is definitely worth hunting for.",1
1160,"I really can't say anything bad *or* good about this thing. Its characters are likable enough, it's capably produced and designed, and professional-looking (except for that cheesy monster suit). However, it has no originality, no ideas, and nothing you haven't seen in ALIEN, PREDATOR, ARMAGEDDON and/or OUTLAND. It's just another formula, cookie-cutter, ""grimy corporate drones in deep space versus unstoppable monster"" flick. Pretty much a waste of time.",0
1161,"The best martial arts movie ever made. This one movie is better than anything Bruce Lee ever did. A classic with a thoroughly entertaining and brutal climax. Jackie Chan is the king of martial arts movies and the true king of kung fu.It's a great pity that whilst Bruce Lee had been so overrated, it took Jackie Chan an eternity to become popular in Europe and America. Jackie rules!!!!",1
1162,"I liked the film. Some of the action scenes were very interesting, tense and well done. I especially liked the opening scene which had a semi truck in it. A very tense action scene that seemed well done.<br /><br />Some of the transitional scenes were filmed in interesting ways such as time lapse photography, unusual colors, or interesting angles. Also the film is funny is several parts. I also liked how the evil guy was portrayed too. I'd give the film an 8 out of 10.",1
1163,"What fun! Bucketfuls of good humor, terrific cast chemistry (Skelton/Powell/Lahr/O'Brien), dynamite Dorsey-driven soundtrack! Miss Powell's dance numbers have exceptional individual character and pizzazz. Her most winning film appearance.",1
1164,"This movie had it all,action,comedy,heroics,and best of all some of the finest actors.Gunga Din will remain a classic to be enjoyed by all who like good movies.Excellent picture,i have it in my collection.",1
1165,"Being a fan of cheesy horror movies, I saw this in my video shop and thought I would give it a try. Now that I've seen it I wish it upon no living soul on the planet. I get my movie rentals for free, and I feel that I didn't get my moneys worth. I've seen some bad cheesy horror movies in my time, hell I'm a fan of them, but this was just an insult.",0
1166,"Written by the excellent McGovern and directed by Frears this film was a slight disappointment. It seemed too short. It spent far too long creating the Hovis atmosphere, and laughing at the Catholic demands. Then very quickly you have the fascist and socialists vying for the family's attention, and the terrible conclusion.<br /><br />Still my wife thought Liam was cute.",0
1167,"<br /><br />Get your brewskies out and enjoy this flawed action flick. Speakman's considerable kempo skill (nice spin kicks, decent with the sticks - poor couch!) is the only redeeming quality of a movie that just cries bad acting. The plot isn't half bad; just executed pretty poorly. But if you're seeing this movie for anything other than martial arts, you're missing the boat entirely. And for a movie that is supposed to take place in Koreatown, way way too few Korean actors (even extras).",0
1168,"The greatest sin in life is being dull, and this movie is crashingly boring. its funny, its left out of his ""a life in film"" documentary. He goes from a long piece on ""Stardust Memories"" and then fast forwards to ""Zelig"". This little piece of cubic zirconia just isn't worth the effort.",0
1169,"Words cannot describe how utterly abysmal this movie is. It is a series of random, unfunny clips about everything from a stupid Batman spoof to a guy getting it on with an old dead lady (REALLY disturbing). The only remotely amusing thing about the Underground Comedy Movie is watching Joey Buttafuoco, the best actor in this movie. Also, it is rated NC-17, shunning away the only people that might tolerate it.",0
1170,"but Thomas Ian Griffith just doesn't have the polish that a big bucks actor has, granted this was made 5+ years ago. Some of the humorous lines could have been timed to make this not only action, but comedy. And how do you get KC out of Katia Koslovska anyhow? Plummer's character was so corny, he would have fit better in a Bullwinkle toon. Personally, if action flicks are going to show skin -- I'd have liked to have seen equal time between female/male, otherwise don't show any.",0
1171,"""Such a Long Journey"" is a well crafted film, a good shoot, and a showcase for some good performances. However, the story is such a jumble of subplots and peculiar characters that it becomes a sort of Jack of all plots and master of none. Also, Western audiences will likely find the esoterics of the rather obscure Parsee culture a little much to get their arms around in 1.7 hours. Recommended for those with an interest in India.",1
1172,"This movie is just plain terrible!!!! Slow acting, slow at getting to the point and wooden characters that just shouldn't have been on there. The best part was the showing of Iron Maiden singing in some video at a theater and thats it. the ending was worth watching and waiting up for but that was it!! The characters in this movie put me to sleep almost. Avoid it!!!",0
1173,"He really lost the plot with this one! None of his distinctive trademarks here at all, an uninteresting plot and completely terrible acting make this his worst film (in my opinion). Even his trademark gore is gone, bar one scene in an operating theatre. Oh well, at least his next film 'Nightmare Concert' showed that he could still shock when he wanted to...",0
1174,"Along with 2 days in the Valley, I think this is one of worst movies I've ever seen. Just another of the long line of Tarantino rip-offs that have emerged since Pulp Fiction. The atmosphere the movie creates is amusing for the first five minutes, but then the film makers make the unforgivable mistake of allowing unnecessary and grotesque violence to up the ""hip"" quotient. You're better off skipping this one.",0
1175,"I know a few things that are worst. A few. It had a couple of funny scenes. It is a movie not appropriate for kids but, only a child would find this movie hilarious. This is definetly a movie that you would like to use a free rental coupon for. Don't waste your money just to laugh a couple of times.",0
1176,"Forget the jaded comments that come before these. This is an action packed but sensitive movie about people who overcome real problems in a beautiful setting. Well-acted, even by Elizabeth Berkley. Recommended for anyone who wants to feel something and experience change.",1
1177,"This movie had a good story, but was brought down because it didn't have enough horror film elements and violence. It was like watching a live action cartoon. It would of been better if this story is what they planned from the start of the first movie so they could of played seeds for where the series was going.",0
1178,I hope she can keep acting and directing. She's surely up to the task and could easily develop that visionary streak into a long career of unconventional and rare works of art. Her work has a rare kind of generosity and her timing is spot-on! Oy I'm kvell,1
1179,"This movie is not only the funniest film ever created, it's the greatest. My hats off to Mr. and Mrs. Zodsworth and the rest of the wacky, wacky cast. Good morning Satan, Want a donut? See it post haste! GO SEE IT NOW!",1
1180,"As with most Rosalind Russell movies, this one is very entertaining -- it's fun all the way through. It's definitely one of the last of this genre of film -- just good wholesome entertainment. Give it a try - I don't think you will be disappointed.",1
1181,"Well, I thoroughly enjoyed this movie. It was funny and sad and yes, the guy Andie MacDowell shagged was hot. Interesting, realistic characters and plots as well as beautiful scenery. I think my Mum would like it. I still think they should have been allowed to call it the Sad F**kers Club though...",1
1182,It feels like swedish movies are trying to become more american and I just don´t get it. In this movie the performance of some of the actors is horrible and the script is nothing special. Don´t waste your time!,0
1183,"Carmen is one of the best films I've ever seen. It's hard to say whose performance is best: Antonio Gades, Cristina Hoyos and Laura del Sol are superb.They dance their souls out. It's a beautiful tale of inseparability of life and myth; myth penetrates everyday life. Dance becomes life and entire life is danced out. Real people at one and the same time live their own lives and become somebody else, act out the parts of lovers of old. The magic is continuing.",1
1184,BASEketball is awesome! It's hilarious and so damned funny that you will wet your pants laughing. I have seen it so many times I have stopped counting. But everytime it gets funnier.<br /><br />Trust me on this one...BASEketball is a surefire hit and I loved it and will continue to love it. I hope one day there will be a special edition DVD brought out!!!<br /><br />Ten Thumbs Up!!!,1
1185,"This film is one of the finest American B-movies of the 90s. If you're looking for a serious film, look elsewhere. However, if you're looking for some action, a lot of laughs, and a tongue in cheek variation on cops fighting gangsters, this is well worth watching. Everyone chews the scenery a bit, but that's really what the film is all about, and everyone is quite funny. Donald Sutherland and John Lithgow have great chemistry and need to do another film together.",1
1186,"So one person says, ""This movie is a beautiful, delicate exploration of West German life after World War II."" And the other says, ""Former Nazis living in bombed out buildings, and the movie is 'beautiful, delicate'?"" And the first sits there nodding, takes another sip of coffee. ""I can't explain. Just see it.""",1
1187,"My short comment for this flick is go pick it up. Chances are you are going to be positively surprised by a diversity of elements superbly explored in this criminal thriller. There is no way the character of Miklos, claiming and pushing for room in every way possible, wont push your nerves to the edge...2 thumbs up!",1
1188,"Police Story is arguably one of the best works by the master of action himself.Compared to other action films,Police Story makes Schwarzenegger and Stallone look like beginners.The stunt scenes are well cheorgraphed and the action scenes are superb.If New Line Cinema has any sense,they would release this in theaters.",1
1189,"Ok, so it's an adult movie. But it really is very tastefully done. It's obvious that the producers spent a lot of time and money into making a classy sort of movie. I was pleasantly surprised at just how good it was. Even the acting was fairly decent. The plot was more solid than most adult films I've seen. The camera work was above average. It's just a good flick!!",1
1190,"This is the second part of 'The Animatrix', a collection of animated short movies that tell us a little more about the world of 'The Matrix'.<br /><br />In this one we learn how men and machines could not work and live together. It is a little history lesson in the world of 'The Matrix'. Not as good as the first part ('The Final Flight of the Osiris') but still pretty entertaining.",1
1191,"What can I say ? An action and allegorical tale which has just about everything. Basically a coming of age tale about a young boy who is thrust into a position of having to save the world ..... and more. He meets a dazzling array of heroes and villains, and has quite a time telling them apart. A definite must-see.",1
1192,"This movie pleasantly surprised me. It has a touching, slightly off-center approach that never loses your attention. This is a movie I never heard about, but if you want a ""sleeper"", this is it. Great writing, production, and acting. I highly recommend it for audiences who want something thoughtful. Nick Nolte, Sheryl Lee and Alan Arkin are marvelous. Why wasn't more made of this movie?",1
1193,"I first saw this film about 11 years ago when my former college Accounting professor recommended it to me. I was amazed that a movie from 1968 could so coherently and hilariously portray computer crime. Maggie Smith is delightful and Ustinov plays the ""retro hacker"" perfectly. ""O Nolo Mio""!!!!!",1
1194,"Shallow, shallow script ...stilted acting ...the shadows of boom mikes lingering over the actors' heads in scenes ...worth watching because Kate Mulgrew plays the most selfish mother in TV movie history and it's all before Ben Affleck got his teeth capped.",0
1195,"The storyplot was okay by itself, but the film felt very bubbly and fake. It also had the worst ending. They were probably going for a surprise ending, but all it did was leave me the question of what the whole point of the story was. All other teen movies are better than this one.",0
1196,"I didn't think it would be possible for Joe Don Baker to make a movie as bad as his stinkbomb 'Mitchell', but this one succeeds.<br /><br />I wouldn't recommend this if you're a fan of Joe Don Baker's MUCH better work. But,if you like to watch fat guys sweat and really, really drawn out gun fights, you'll love this movie.",0
1197,We've all seen this story a hundred times. You can see each plot turn coming a mile away. The relationship between the mother and daughter is way too sweet and understanding to pass for realistic. Janet Mcteer's performance is stock southern hot- ticket mother in vintage clothes. Should have been made for the Lifetime Channel.,0
1198,"It is not un-common to see U.S. re-makes of foreign movies that fall flat on their face, but here is the flip side!!! This is an awful re-make of the U.S. movie ""Wide Awake"" by the British!<br /><br />""Wide Awake"" is strange but entertaining and funny! ""Liam"" on the other hand is just strange. I must give credit to ""Liam"" for one thing, and that is making it clear that I made the right choice in changing my religion!",0
1199,"Richard Farnsworth is one of my favorite actors. He usually gives solid performances, such as in The Straight Story, and The Grey Fox. He also does fairly well here, but the rest of the film suffers from a low budget, poor writing, and so-so photography. The Miller-Movie formula gives it a 4. Richard gets a 5.",0
1200,"I love the movie. It brought me back to the best time of my life. <br /><br />We need that time again, now more than ever. For me it was a time of freedom, learning, and finding myself. I will always miss it. There will never be another time like the 60's, unfortunately.",1
1201,"This is one of the worst movies I've seen in a long time. The story was boring, the dialogue was atrocious and the acting hammy. I'm not sure if this movie was the result of a film school homework project, but it certainly played like one. It is not even particularly successful in its central conceit of trying to appear as a single continuous take. The whooshing horizontal camera pans are a cheap and unoriginal way of hiding cuts.",0
1202,"Kurt Russell is at his best as the man who lives off his past glories, Reno Hightower. Robin Williams is his polar opposite in a rare low key performance as Jack Dundee. He dropped the Big Pass in more ways than one.<br /><br />You'll see some of the most quotable scenes ever put into one film, as Jack hisses at a rat, Reno poses, and the call of the caribou goes out.<br /><br />Don't miss this classic that isn't scared to show football in the mud the way it should be played.",1
1203,"Not a film to be taken seriously, but a great little film nonetheless.<br /><br />It's definitely NOT just a piece of fluff. The acting, IMO, is excellent.<br /><br />One of those films you wouldn't go out of your way to see, but it brings a smile every time it comes around on cable. Like an old friend.<br /><br />Definitely worth seeing if you get the chance.<br /><br />- - - - - - - -",1
1204,Indian Summer is a good film. It made me feel good and I thought the cast was exceptional. How about Sam Raimi playing the camp buffoon. I thought his scenes were very funny in a Buster Keaton-like performance. Solid directing and nice cinematography.,1
1205,Excellent film. Suzy Kendall will hold your interest throughout. Has not been shown on American TV for a decade. One scene that has always stayed with me is the German cavalry gas attack. You will find others. Hope they soon put it on tape.,1
1206,"When i heard about this movie it was supposed to be the funniest thing i've ever seen, Yes it was funny. I mean i liked it all until the end where...........Oh no i can't tell u should it for yourself. It is funny except. The vulgar language. That's why i say if u like movies that r funny in sexual ways watch it , but if not don't waist ur money on renting it or buying it.",1
1207,It is an almost ideal romantic anime! MUST SEE FOR ALL AGES! But the English dubbed version is not too good. Perhaps the 1999 version will be better.,1
1208,"It kept my attention to the end, however, without spoiling the film for anyone....... when she fixed the fridge by getting a book from the library, you knew how the film would end when she went back to library for a book on self defence against and assassin. The film, for me, said nothing of worth.... is becoming an assassin really a remedy for mental illness or just another symptom.",0
1209,"You should know that I am the type of person that watches even the worst of movies to the finish, often out of sheer morbid curiosity. I even watched Leprechaun to the end before giving in to the temptation of tearing out my eyes and stamping on them. You should also know that this movie was in my VCR for less than half an hour before I made a frantic leap for the stop button and dashed back the rental store just to put as much distance between me and it as possible.",0
1210,"Okay. This Movie is a Pure Pleasure. It has the Ever so Violent Horror Mixed with a Little Suspense and a Lot of Black Comedy. The Dentist Really Starts to loose His Mind and It's Enjoyable to Watch him do so. This Movie is for Certain People, Though. Either you'll Completely Love it or You Will Totally Hate It. A Good Movie to Rent and Watch When you don't Got Anything else to do. Also Recommended: Psycho III",1
1211,"In Theodore Rex poor Whoopi Goldberg is set up as a tough police cop who gets to work with a pathetic dinosaur on a case. The movie tries to be funny, and tries to make a story about abductions and more but it never works. The movie is far from funny, and the story is ridiculous. I voted 1/10",0
1212,"Hello again, I have to comment on this wonderful, exciting, and believable tale of romance and intrigue. The music in wonderful and memorable. Very good colorful movie. Another movie I liked as well later on was High Society with Bing Crosby. Wonderful music. Thanks for listening, Florence Forrester-Stockton, Reno, Nevada",1
1213,"It is like what the title of this thread say. Only impression I got from that movie is that Marlee Matlin's character was always angry, so cynical, and so pathetic. Her character's first date with William Hurt's character where they were dancing were dumb. All in all, I've tried to finish watching the movie four times, and of all four times I fell asleep. I would keep watching that movie with one intention... to beat my problem with insomnia, because all it do is to put me to sleep. Sweet dream.",0
1214,"Only children below the age of 12 should be allowed to see this film. The rest of us should take a book, MP3 player, or just take a nice nap to endure the experience of this event. This can be best summed up as a ""blown-up"" TV movie being distributed into theaters. Children will want to see this film, and they will like and be amused by the movie.",0
1215,"This is by far the funniest short made by the two comic geniuses. From the time they walk in, to the time Hardy just falls off the roof, this keeps me laughing hysterically. I highly suggest that every fan of Laurel and Hardy should see this short. I also recommend all of the Ghost Series. If you are looking for laughs, see this movie and you will be happy.",1
1216,Izzard was both hysterical and insightful in his humor. He definitely represents his own little niche in the comedic world.<br /><br />It's a pity more Americans won't see this stand-up routine due to its PAL-only availability.,1
1217,"Good Deaths. Good Mask. Cool Axe. Good Looking Girls....But Watch Out!!! No Plot and Little Scares Completely lower it's Standards. They Tried to make an ""I Know what you Did Last Summer"", but ended up making A ""Scream"". But Hey, What do people Expect From a Horror Movie? Answers Totally Vary. Rent It If You Want, but I Regret Ever Seeing It.",0
1218,"Look carefully at the wonderful assortment of talent put together to make this movie: Connery, Fishburne, Capshaw, Harris, Underwood, Beatty, Thigpen, even cameos by Slezak, Lange, and Plimpton. They prove, in spades, the adage that a good cast cannot save a bad script. The story line requires so many leaps of faith from the audience that its implausibility should have exceeded even Hollywood standards. It's not particularly original, and the ""twists"" are downright cruel.",0
1219,"Aside from the horrendous acting and the ridiculous and ludicrous plot, this movie wasn't too bad. Unfortunately, that doesn't leave much movie not to suck. Do not waste your time on this film, even if you find yourself suffering from insomnia, as I did. Watch an infomercial instead.",0
1220,Omar Epps is an outstanding actor. I really think he gets into his character alot. When deja gets shot he shows true emotion. He also shows true emotion when remmi puts the gun to him in the room. Omar is a very talented actor!!,1
1221,"After buying the DVD in a Bargain Bin due to the impressive amount of features listed on the cover, I popped it in the DVD player and everything looked good. Nice animated menus and a whole lot of extra features...but when I played the movie itself, what a let down. It is the worst thing I have ever seen and I have seen some bad movies in my time. The comment that praises the movie here at IMDB is actually from the people who made the film. So Don't Believe It unless you like to waste your cash!",0
1222,"I usually try to construct reasonably well-argued critiques of films, but I can not believe this got past the script stage. The dialogue is appalling, the acting very dodgy, the accents just awful, and the direction and pacing is scrappy at best.<br /><br />I don't remember the last time I saw a film quite this bad. Joseph Fiennes, pretty as he is, might just have killed his career as quickly as it started.<br /><br />The Island of Doctor Moreau was no worse than this garbage.",0
1223,"Not that I dislike childrens movies, but this was a tearjerker with few redeeming qualities. M.J. Fox was the perfect voice for Stuart and the rest of the talent was wasted. Hugh Laurie can be amazingly funny, but is not given the chance in this movie. It´s sugar-coated sugar and would hardly appeal to anyone over 7 years of age. See Toy Story, Monsters Inc. or Shrek instead. 3/10",0
1224,"As much as I love Rodney Dangerfield, this was a terrible movie. The plot was kind of a holistic rip off of various movies, but unfortunately they forgot to rip off any good jokes. In addition it was annoying and boring and that's being kind. If you're looking for a good laugh, rent a copy of Private Parts.",0
1225,"I think this is what this movie wants us to say at the end of the movie! or Damn Australian? I still don't know, but what I know is that I really liked this movie but that couldn't be my favorite movie!<br /><br />Great story with great actors but with a terrible end... To make you cry and say 'Oh, she's so good'... Still, who made it? What really happened? Who's that guy? No answer to these questions...<br /><br />Mysterious movie with a good mark overall... I give it a 8/10, going on the 8.5!",1
1226,"Christopher Lee is one of my favorite actors! I'm trying to view all of his work. He has been known to single-handedly save movies with his presence. Unfortunately, this is not one of them. This movie suffers from a low budget and it's production values are disturbing. Please...for the love of Christopher....avoid this film!",0
1227,A Bugs Life is a great film that is not just for kids but for adults too. The story is set around a colony of ants and their struggle against the evil Grasshoppers who come back every year and steal their food ( A Mirror of the Magnifiscent seven). There is some wonderfull computer animation and the voices are great too. You will love it!! 8 out of 10,1
1228,"While essentially a remake of the original Chinese Ghost Story, this third installment has higher production values and greater subtlety in both the acting and the story. Tony Leung is particularly good. CGS III is a gorgeous, moving film.",1
1229,"The film did what it set out to do: show how a young girl copes with poverty and grows into her maturity. However, for most of us, this subject has been explored adequately and in most instances with more sophistication than done here. The movie fixated on breasts, which soon became boring and I lost interest. If this was on TV, I would've switched to the latest news on the Starr Report. That's how boring I found this movie.",0
1230,"""Bread"" very sharply skewers the conventions of horror movies in general and ""Night of the Living Dead"" in specific and is constantly inventive. The production values are a little rough at times (it's a student film, after all), but it never loses sight of its goal to entertain. Hey -- George Romero liked it enough to include it on the remastered ""Dead"" video tape, laserdisc and DVD... that should tell you something.",1
1231,"Very bad acting, and a very shallow story. Not even a decent B-Movie<br /><br />Events that were suposed to be shocking like humans geting on board an alien ship were boring and very lame.<br /><br />This is one of the worst sci-fi I've ever seen. I saw the 5.0 stars and decided to watch it since i like the genre, but it sucked so bad.<br /><br />Now there's really very few good movies on ALIEN subject, I think because most of them are low budget<br /><br />I give it 3/10",0
1232,"I thought this was an excellent and very honest portrayal of paralysis and racism. This movie never panders to the audience and never gets predictable. The acting was top-notch and the movie reminded me of ""One Flew Over the Cuckoo's Nest"".",1
1233,"The progression of the plot is enough to ""rope one in"" and create curiosity about the outcome. However, ultimately, the feeling that remains is that the producers of the movie forgot to end it. If the intention was to create a perpetual circle (occasionally done in the Twilight Zone), it was too sloppy to view as a positive effort.",0
1234,"In all the comments praising or damning Dalton's performance, I thought he was excellent. He does not play Rochester as a spoiled pretty rich boy, but as a roguish, powerful man. I liked this version, although the shot on video aspect was sometimes distracting, and the scenes with Jane and St. John never quite gelled. I give this an 8.",1
1235,Malcolm McDowell has not had too many good movies lately and this is no different. Especially designed for people who like Yellow filters on their movies.,0
1236,"do not be suckered into renting this movie. It has nothing to do with an escape from death row, despite the (english) title. I can't think of a single good thing to say about the movie. Poor acting, poor editing, poor directing... laughable ""plot"", and the sound/music was so irritating, it's a wonder this movie doesn't come with a warning label. The only possible way to sit through this movie and enjoy it is for it's historical cheesiness quality. They just don't make films this bad anymore.",0
1237,"The bad out takes from ""Reign of Fire"" strung together, without any real story.<br /><br />Dean Cain tries to be a real actor, and fails again.<br /><br />In the end the dragons quit in disgust.<br /><br />BARF!",0
1238,"There is a reason why this made for British TV movie only appeared at the 1977 Toronto Film Festival. It is dull, plodding and lacking in suspense.<br /><br />Peter OÕTooleÕs diffident performance and the appearance of playwright Harold Pinter are the only elements of interest.<br /><br />Note : Some British film fans will enjoy seeing Philip Jackson, best known for his portrayal of Inspector Japp in the Poirot television series, in one of his earliest roles....",0
1239,Bad Movie - saw it at the TIFF and the movie gives me a sense of 'been there done that' - it reminds me alot of the movie Blow - expect the Blow was actually interesting.<br /><br />This one story told two ways and both times it is not told that well.<br /><br />,0
1240,"I'd never heard of this movie, but boy was I surprised when I caught it on TV. Great cast, great acting. Excellent movie! How can a movie with William H Macy, Neve Campbell and Donald Sutherland go wrong? I wonder why I never heard of it before.",1
1241,This is the only David Zucker movie that does not spoof anything the first of its kind. The funniest movie of 98 with Night at the Roxbury right behind But I did not think Theres something about mary was funny so that doesnt count except for the frank and beans thing he he. Dont listen to the critics especially Roger Ebert he does not know solid entertainment just look at his reviews.Anyway see it you wont be dissapionted,1
1242,I don't know if the problem I had with this movie is that I was not able to capture the way movies were done in the past but I believe that this one did not miss to make use of any of the the fashionable conventions available in the 40s to make a film. If you don't have anything better to do my advise is not to watch this movie but to read a book or to go out for a walk.,0
1243,"I've seen this film because I had do (my job includes seeing movies of all kinds). I couldn't stop thinking ""who gave money to make such an awful film and also submit it to Cannes Festival!"" It wasn't only boring, the actors were awful as well. It was one of the worst movies I've ever seen.",0
1244,"Well-done ghost story that will give you the creeps and some pretty fair scares along the way. The story unfolds slowly, building atmosphere all the way until you're ready to see the woman in black. You won't forget her once you've seen her. No gore, no knives, no hockey masks--just a well-constructed story that is best viewed at night with the lights out.",1
1245,"I'm a fan of Crash and Blade Runner and this movie explores some of those highway death and 80s film noir themes that I like to see, so I enjoyed it.<br /><br />In general though, the essential stupidity of the film noir protagonist is not pulled off well by the female lead and her hero is nearly a neanderthal, hence the kitch warning.",1
1246,"The story-line was rather interesting, but the characters were rather flat and at times too extreme in their thoughts/behavior. More extreme than necessary. Also, I think something went wrong in the casting. John Turtorro doesn't really satisfy me playing a semi-autistic chess player, not to speak of the Italian player. Motives weren't very much outlined either.<br /><br />",1
1247,I saw this film by chance on the small box. It has a fantastic and chilling scene about poisonous gas. A lot about fanatical patriotism. A bit of eroticism. I can't believe it's still waiting for 5 votes!!,1
1248,"Certainly one of the dozen or so worst movies ever released in any form, featuring a bizarrely abominable performance by Rain Joan of Arc Phoenix (River's sister, inevitably), as Bonanza Jellybean plus inconceivably awful voiceover narration by Tom Robbins, the author of the novel, which had/retains its peculiar sweet/loopy charms.",0
